source,target,datetime
netsci2018,JacobBiamonte,2018-06-11 15:46:06+00:00
netsci2018,MassimoSt,2018-06-12 08:07:30+00:00
netsci2018,MassimoSt,2018-06-12 08:35:07+00:00
netsci2018,MilleNeige,2018-06-11 15:46:54+00:00
netsci2018,PLOSONE,2018-06-11 15:43:02+00:00
netsci2018,PiratePeel,2018-06-11 15:46:45+00:00
netsci2018,PiratePeel,2018-06-11 20:25:39+00:00
netsci2018,PunahaMatatini,2018-06-12 09:30:32+00:00
netsci2018,_jgyou,2018-06-12 08:34:46+00:00
netsci2018,a_baronca,2018-06-11 15:45:26+00:00
netsci2018,aaronclauset,2018-06-12 07:22:31+00:00
netsci2018,austinbenson,2018-06-12 08:06:57+00:00
netsci2018,bansallab,2018-06-12 06:55:54+00:00
netsci2018,emanudelfava,2018-06-11 15:45:04+00:00
netsci2018,fede7j,2018-06-12 07:46:39+00:00
netsci2018,jacrickets,2018-06-12 07:03:57+00:00
netsci2018,jelenagrr,2018-06-12 08:35:20+00:00
netsci2018,k_vanderwaal,2018-06-12 06:56:09+00:00
netsci2018,lucpappalard,2018-06-11 15:45:49+00:00
netsci2018,m_starnini,2018-06-12 07:33:32+00:00
netsci2018,mtizzoni,2018-06-11 15:44:55+00:00
netsci2018,narnolddd,2018-06-11 19:38:45+00:00
netsci2018,phihoevel,2018-06-12 08:34:28+00:00
netsci2018,quant_success,2018-06-11 15:45:14+00:00
netsci2018,robysinatra,2018-06-11 15:45:37+00:00
netsci2018,tinaeliassi,2018-06-11 15:48:57+00:00
netsci2018,ulfaslak,2018-06-12 09:22:01+00:00
netsci2018,vcolizza,2018-06-11 19:55:11+00:00
netsci2018,vcolizza,2018-06-12 06:48:16+00:00
netsci2018,vcolizza,2018-06-12 06:56:01+00:00
netsci2018,vcolizza,2018-06-12 06:59:32+00:00
niamhoconnor73,PLOSONE,2018-06-11 16:41:46+00:00
noamross,mtizzoni,2018-06-11 15:30:15+00:00
nycbat,mtizzoni,2018-06-11 17:13:59+00:00
oktaiwanonline,oneofyen,2018-06-11 22:07:00+00:00
oneofyen,PiratePeel,2018-06-11 15:01:31+00:00
oneofyen,PiratePeel,2018-06-11 20:24:59+00:00
oneofyen,_jgyou,2018-06-12 08:46:19+00:00
oneofyen,austinbenson,2018-06-12 08:04:29+00:00
oneofyen,juniperlov,2018-06-11 15:06:50+00:00
oneofyen,lucpappalard,2018-06-11 15:13:41+00:00
phihoevel,k_vanderwaal,2018-06-12 08:07:33+00:00
phihoevel,vcolizza,2018-06-12 08:26:03+00:00
phihoevel,vcolizza,2018-06-12 08:26:15+00:00
pratha_sah,sdwfrost,2018-06-11 16:58:56+00:00
pratimaag,MassimoSt,2018-06-12 08:09:53+00:00
ralexbentley,a_baronca,2018-06-11 18:59:10+00:00
rayohauno,PiratePeel,2018-06-12 01:49:38+00:00
rayohauno,mtizzoni,2018-06-12 01:49:34+00:00
rayohauno,svscarpino,2018-06-12 01:50:22+00:00
robysinatra,lucpappalard,2018-06-11 17:02:24+00:00
ronaldomenezes,vcolizza,2018-06-12 00:36:45+00:00
rosgian84,vcolizza,2018-06-12 06:57:47+00:00
serg_arregui,cosnet_bifi,2018-06-11 17:58:10+00:00
sonia_kefi,jacrickets,2018-06-12 07:02:12+00:00
sonia_kefi,jacrickets,2018-06-12 07:35:34+00:00
sonia_kefi,jacrickets,2018-06-12 09:20:37+00:00
svscarpino,juniperlov,2018-06-11 14:49:29+00:00
svscarpino,mtizzoni,2018-06-12 08:04:55+00:00
svscarpino,vcolizza,2018-06-12 08:05:14+00:00
svscarpino,vcolizza,2018-06-12 08:36:17+00:00
tchambers,ciro,2018-06-11 18:10:32+00:00
tiagopeixoto,aaronclauset,2018-06-12 07:22:24+00:00
trovdimi,lajello,2018-06-12 07:26:31+00:00
trovdimi,lajello,2018-06-12 09:27:10+00:00
urban_stevie,IacopoIacopini,2018-06-11 17:59:20+00:00
vcolizza,bansallab,2018-06-12 06:58:50+00:00
vincentgauthier,cosnet_bifi,2018-06-11 23:14:31+00:00
xr_hoffmann,aaronclauset,2018-06-12 08:00:45+00:00
xr_hoffmann,m_starnini,2018-06-12 08:02:38+00:00
